"","crace.WBH","cage.cat","cedu.cat","cfemale","cstate",".freq","cfreq.state","cpercent.state","cregion"
"1023",1,3,4,1,"GA",7513,283158,0.0265328902751207,"south"
"1024",1,4,4,1,"GA",2253,283158,0.00795668829232454,"south"
"1025",2,1,1,1,"GA",2591,283158,0.0091503681614995,"south"
"1026",2,2,1,1,"GA",2574,283158,0.00909033138304949,"south"
"1027",2,3,1,1,"GA",3765,283158,0.0132964635267854,"south"
"1028",2,4,1,1,"GA",4036,283158,0.0142535259947181,"south"
"1029",2,1,2,1,"GA",3469,283158,0.0122511107474566,"south"
"1030",2,2,2,1,"GA",5052,283158,0.0178416296839714,"south"
"1031",2,3,2,1,"GA",3670,283158,0.0129609620198607,"south"
"1032",2,4,2,1,"GA",775,283158,0.00273698777891695,"south"
"1033",2,1,3,1,"GA",3751,283158,0.0132470214739442,"south"
"1034",2,2,3,1,"GA",4752,283158,0.0167821496725082,"south"
"1035",2,3,3,1,"GA",2511,283158,0.008867840282619,"south"
"1036",2,4,3,1,"GA",410,283158,0.00144795479718596,"south"
"1037",2,1,4,1,"GA",1166,283158,0.00411784229800105,"south"
"1038",2,2,4,1,"GA",2519,283158,0.00889609288424253,"south"
"1039",2,3,4,1,"GA",1655,283158,0.00584479328244925,"south"
"1040",2,4,4,1,"GA",402,283158,0.0014197020791471,"south"
"1041",3,1,1,1,"GA",251,283158,0.000886430905666202,"south"
"1042",3,2,1,1,"GA",188,283158,0.000663940270897001,"south"
"1043",3,3,1,1,"GA",136,283158,0.000480297225294635,"south"
"1044",3,4,1,1,"GA",77,283158,0.000271932978648692,"south"
"1045",3,1,2,1,"GA",210,283158,0.00074163539102301,"south"
"1046",3,2,2,1,"GA",198,283158,0.000699256255757064,"south"
"1047",3,3,2,1,"GA",127,283158,0.000448512844741344,"south"
"1048",3,4,2,1,"GA",34,283158,0.000120074306323659,"south"
"1049",3,1,3,1,"GA",235,283158,0.000829925353173167,"south"
"1050",3,2,3,1,"GA",266,283158,0.000939404882956296,"south"
"1051",3,3,3,1,"GA",125,283158,0.0004414496361278,"south"
"1052",3,4,3,1,"GA",39,283158,0.000137732291477732,"south"
"1053",3,1,4,1,"GA",102,283158,0.000360222911695018,"south"
"1054",3,2,4,1,"GA",208,283158,0.000734572240617126,"south"
"1055",3,3,4,1,"GA",94,283158,0.000331970135448501,"south"
"1056",3,4,4,1,"GA",15,283158,5.29739591001999e-05,"south"
"1057",1,1,1,0,"HI",500,42267,0.0118295596912503,"west"
"1058",1,2,1,0,"HI",438,42267,0.0103626940399408,"west"
"1059",1,3,1,0,"HI",646,42267,0.0152837913483381,"west"
"1060",1,4,1,0,"HI",1151,42267,0.0272316467016935,"west"
"1061",1,1,2,0,"HI",1630,42267,0.0385643653571606,"west"
"1062",1,2,2,0,"HI",1744,42267,0.0412615053355694,"west"
"1063",1,3,2,0,"HI",1546,42267,0.0365769974887371,"west"
"1064",1,4,2,0,"HI",1196,42267,0.0282963067293167,"west"
"1065",1,1,3,0,"HI",1520,42267,0.0359618626534939,"west"
"1066",1,2,3,0,"HI",1905,42267,0.0450706221163273,"west"
"1067",1,3,3,0,"HI",1998,42267,0.0472709201276302,"west"
"1068",1,4,3,0,"HI",492,42267,0.0116402870044112,"west"
"1069",1,1,4,0,"HI",479,42267,0.011332718655467,"west"
"1070",1,2,4,0,"HI",1491,42267,0.0352757461369038,"west"
"1071",1,3,4,0,"HI",2009,42267,0.0475311726331711,"west"
"1072",1,4,4,0,"HI",651,42267,0.0154020870104432,"west"
"1073",2,1,1,0,"HI",9,42267,0.000212932078284211,"west"
"1074",2,2,1,0,"HI",10,42267,0.00023659119324293,"west"
"1075",2,3,1,0,"HI",4,42267,9.46364743867889e-05,"west"
"1076",2,4,1,0,"HI",4,42267,9.46364743867889e-05,"west"
"1077",2,1,2,0,"HI",108,42267,0.0025551849976182,"west"
"1078",2,2,2,0,"HI",41,42267,0.000970023917034268,"west"
"1079",2,3,2,0,"HI",12,42267,0.000283909437712282,"west"
"1080",2,4,2,0,"HI",4,42267,9.46364743867889e-05,"west"
"1081",2,1,3,0,"HI",96,42267,0.00227127550169826,"west"
"1082",2,2,3,0,"HI",96,42267,0.00227127550169826,"west"
"1083",2,3,3,0,"HI",29,42267,0.000686114479321986,"west"
"1084",2,4,3,0,"HI",4,42267,9.46364743867889e-05,"west"
"1085",2,1,4,0,"HI",11,42267,0.000260250322753564,"west"
"1086",2,2,4,0,"HI",33,42267,0.00078075093915686,"west"
"1087",2,3,4,0,"HI",22,42267,0.000520500645507127,"west"
"1088",2,4,4,0,"HI",7,42267,0.000165613833814859,"west"
"1089",3,1,1,0,"HI",71,42267,0.00167979742400348,"west"
"1090",3,2,1,0,"HI",67,42267,0.00158516096416861,"west"
"1091",3,3,1,0,"HI",51,42267,0.00120661512482911,"west"
"1092",3,4,1,0,"HI",52,42267,0.001230274210684,"west"
"1093",3,1,2,0,"HI",214,42267,0.00506305135786533,"west"
"1094",3,2,2,0,"HI",177,42267,0.00418766401708126,"west"
"1095",3,3,2,0,"HI",89,42267,0.0021056616678834,"west"
"1096",3,4,2,0,"HI",24,42267,0.000567818875424564,"west"
"1097",3,1,3,0,"HI",145,42267,0.00343057233840227,"west"
"1098",3,2,3,0,"HI",147,42267,0.00347789051011205,"west"
"1099",3,3,3,0,"HI",76,42267,0.00179809308610857,"west"
"1100",3,4,3,0,"HI",6,42267,0.000141954718856141,"west"
"1101",3,1,4,0,"HI",19,42267,0.000449523271527141,"west"
"1102",3,2,4,0,"HI",53,42267,0.00125393329653889,"west"
"1103",3,3,4,0,"HI",35,42267,0.000828069169074297,"west"
"1104",3,4,4,0,"HI",5,42267,0.000118295596621465,"west"
"1105",1,1,1,1,"HI",369,42267,0.00873021502047777,"west"
"1106",1,2,1,1,"HI",357,42267,0.00844630599021912,"west"
"1107",1,3,1,1,"HI",729,42267,0.0172474980354309,"west"
"1108",1,4,1,1,"HI",1603,42267,0.0379255674779415,"west"
"1109",1,1,2,1,"HI",1067,42267,0.0252442806959152,"west"
"1110",1,2,2,1,"HI",1503,42267,0.0355596579611301,"west"
"1111",1,3,2,1,"HI",1630,42267,0.0385643653571606,"west"
"1112",1,4,2,1,"HI",1581,42267,0.0374050661921501,"west"
"1113",1,1,3,1,"HI",1444,42267,0.0341637693345547,"west"
"1114",1,2,3,1,"HI",2072,42267,0.0490216948091984,"west"
"1115",1,3,3,1,"HI",2049,42267,0.0484775342047215,"west"
"1116",1,4,3,1,"HI",624,42267,0.0147632900625467,"west"
"1117",1,1,4,1,"HI",601,42267,0.0142191303893924,"west"
"1118",1,2,4,1,"HI",1568,42267,0.0370974987745285,"west"
"1119",1,3,4,1,"HI",1891,42267,0.0447393953800201,"west"
"1120",1,4,4,1,"HI",530,42267,0.0125393336638808,"west"
"1121",2,1,1,1,"HI",6,42267,0.000141954718856141,"west"
"1122",2,2,1,1,"HI",3,42267,7.09773594280705e-05,"west"
"1123",2,3,1,1,"HI",5,42267,0.000118295596621465,"west"
"1124",2,4,1,1,"HI",3,42267,7.09773594280705e-05,"west"
"1125",2,1,2,1,"HI",40,42267,0.00094636477297172,"west"
"1126",2,2,2,1,"HI",26,42267,0.000615137105342001,"west"
"1127",2,3,2,1,"HI",8,42267,0.000189272948773578,"west"
"1128",2,4,2,1,"HI",2,42267,4.73182371933945e-05,"west"
"1129",2,1,3,1,"HI",53,42267,0.00125393329653889,"west"
"1130",2,2,3,1,"HI",51,42267,0.00120661512482911,"west"
"1131",2,3,3,1,"HI",25,42267,0.000591477961279452,"west"
"1132",2,4,3,1,"HI",2,42267,4.73182371933945e-05,"west"
"1133",2,1,4,1,"HI",10,42267,0.00023659119324293,"west"
"1134",2,2,4,1,"HI",32,42267,0.000757091795094311,"west"
"1135",2,3,4,1,"HI",17,42267,0.000402205041609704,"west"
"1136",2,4,4,1,"HI",2,42267,4.73182371933945e-05,"west"
"1137",3,1,1,1,"HI",65,42267,0.00153784279245883,"west"
"1138",3,2,1,1,"HI",27,42267,0.00063879624940455,"west"
"1139",3,3,1,1,"HI",46,42267,0.00108831946272403,"west"
"1140",3,4,1,1,"HI",69,42267,0.00163247925229371,"west"
"1141",3,1,2,1,"HI",160,42267,0.00378545909188688,"west"
"1142",3,2,2,1,"HI",177,42267,0.00418766401708126,"west"
"1143",3,3,2,1,"HI",101,42267,0.00238957116380334,"west"
"1144",3,4,2,1,"HI",25,42267,0.000591477961279452,"west"
"1145",3,1,3,1,"HI",166,42267,0.00392741383984685,"west"
"1146",3,2,3,1,"HI",162,42267,0.00383277726359665,"west"
"1147",3,3,3,1,"HI",91,42267,0.00215297983959317,"west"
"1148",3,4,3,1,"HI",12,42267,0.000283909437712282,"west"
"1149",3,1,4,1,"HI",34,42267,0.000804410083219409,"west"
"1150",3,2,4,1,"HI",65,42267,0.00153784279245883,"west"
"1151",3,3,4,1,"HI",41,42267,0.000970023917034268,"west"
"1152",3,4,4,1,"HI",6,42267,0.000141954718856141,"west"
"1153",1,1,1,0,"IA",1612,107732,0.0149630568921566,"midwest"
"1154",1,2,1,0,"IA",1214,107732,0.0112687041983008,"midwest"
"1155",1,3,1,0,"IA",1697,107732,0.015752051025629,"midwest"
"1156",1,4,1,0,"IA",3233,107732,0.0300096534192562,"midwest"
"1157",1,1,2,0,"IA",3233,107732,0.0300096534192562,"midwest"
"1158",1,2,2,0,"IA",5865,107732,0.0544406473636627,"midwest"
"1159",1,3,2,0,"IA",6328,107732,0.0587383508682251,"midwest"
"1160",1,4,2,0,"IA",3993,107732,0.0370641946792603,"midwest"
"1161",1,1,3,0,"IA",4116,107732,0.0382059179246426,"midwest"
"1162",1,2,3,0,"IA",4794,107732,0.0444993115961552,"midwest"
"1163",1,3,3,0,"IA",4362,107732,0.0404893606901169,"midwest"
"1164",1,4,3,0,"IA",1258,107732,0.0116771245375276,"midwest"
"1165",1,1,4,0,"IA",1162,107732,0.0107860248535872,"midwest"
"1166",1,2,4,0,"IA",2905,107732,0.0269650612026453,"midwest"
"1167",1,3,4,0,"IA",3535,107732,0.0328129045665264,"midwest"
"1168",1,4,4,0,"IA",1081,107732,0.0100341588258743,"midwest"
"1169",2,1,1,0,"IA",53,107732,0.000491961545776576,"midwest"
"1170",2,2,1,0,"IA",50,107732,0.000464114651549608,"midwest"
"1171",2,3,1,0,"IA",44,107732,0.000408420892199501,"midwest"
"1172",2,4,1,0,"IA",27,107732,0.000250621902523562,"midwest"
"1173",2,1,2,0,"IA",86,107732,0.000798277207650244,"midwest"
"1174",2,2,2,0,"IA",93,107732,0.00086325325537473,"midwest"
"1175",2,3,2,0,"IA",43,107732,0.000399138603825122,"midwest"
"1176",2,4,2,0,"IA",19,107732,0.000176363566424698,"midwest"
"1177",2,1,3,0,"IA",79,107732,0.000733301159925759,"midwest"
"1178",2,2,3,0,"IA",70,107732,0.000649760535452515,"midwest"
"1179",2,3,3,0,"IA",51,107732,0.000473396939923987,"midwest"
"1180",2,4,3,0,"IA",7,107732,6.4976055000443e-05,"midwest"
"1181",2,1,4,0,"IA",22,107732,0.000204210446099751,"midwest"
"1182",2,2,4,0,"IA",23,107732,0.00021349273447413,"midwest"
"1183",2,3,4,0,"IA",27,107732,0.000250621902523562,"midwest"
"1184",2,4,4,0,"IA",2,107732,1.85645858437056e-05,"midwest"
"1185",3,1,1,0,"IA",78,107732,0.000724018842447549,"midwest"
"1186",3,2,1,0,"IA",82,107732,0.000761148054152727,"midwest"
"1187",3,3,1,0,"IA",46,107732,0.00042698546894826,"midwest"
"1188",3,4,1,0,"IA",30,107732,0.000278468796750531,"midwest"
"1189",3,1,2,0,"IA",73,107732,0.000677607371471822,"midwest"
"1190",3,2,2,0,"IA",67,107732,0.000621913641225547,"midwest"
"1191",3,3,2,0,"IA",34,107732,0.000315597979351878,"midwest"
"1192",3,4,2,0,"IA",13,107732,0.000120669807074592,"midwest"
"1193",3,1,3,0,"IA",55,107732,0.000510526122525334,"midwest"
"1194",3,2,3,0,"IA",41,107732,0.000380574027076364,"midwest"
"1195",3,3,3,0,"IA",25,107732,0.000232057325774804,"midwest"
"1196",3,4,3,0,"IA",3,107732,2.78468796750531e-05,"midwest"
"1197",3,1,4,0,"IA",11,107732,0.000102105223049875,"midwest"
"1198",3,2,4,0,"IA",27,107732,0.000250621902523562,"midwest"
"1199",3,3,4,0,"IA",17,107732,0.000157798989675939,"midwest"
"1200",3,4,4,0,"IA",5,107732,4.64114636997692e-05,"midwest"
"1201",1,1,1,1,"IA",1212,107732,0.0112501392140985,"midwest"
"1202",1,2,1,1,"IA",829,107732,0.00769502110779285,"midwest"
"1203",1,3,1,1,"IA",1419,107732,0.013171574100852,"midwest"
"1204",1,4,1,1,"IA",3868,107732,0.0359039083123207,"midwest"
"1205",1,1,2,1,"IA",2398,107732,0.0222589392215014,"midwest"
"1206",1,2,2,1,"IA",4852,107732,0.0450376868247986,"midwest"
"1207",1,3,2,1,"IA",6781,107732,0.0629432275891304,"midwest"
"1208",1,4,2,1,"IA",6224,107732,0.0577729940414429,"midwest"
"1209",1,1,3,1,"IA",4789,107732,0.0444529019296169,"midwest"
"1210",1,2,3,1,"IA",5814,107732,0.0539672523736954,"midwest"
"1211",1,3,3,1,"IA",4826,107732,0.044796347618103,"midwest"
"1212",1,4,3,1,"IA",2607,107732,0.0241989381611347,"midwest"
"1213",1,1,4,1,"IA",1551,107732,0.0143968369811773,"midwest"
"1214",1,2,4,1,"IA",3368,107732,0.0312627628445625,"midwest"
"1215",1,3,4,1,"IA",3137,107732,0.0291185528039932,"midwest"
"1216",1,4,4,1,"IA",1225,107732,0.0113708088174462,"midwest"
"1217",2,1,1,1,"IA",42,107732,0.000389856315450743,"midwest"
"1218",2,2,1,1,"IA",33,107732,0.000306315661873668,"midwest"
"1219",2,3,1,1,"IA",32,107732,0.000297033373499289,"midwest"
"1220",2,4,1,1,"IA",36,107732,0.000334162556100637,"midwest"
"1221",2,1,2,1,"IA",50,107732,0.000464114651549608,"midwest"
"1222",2,2,2,1,"IA",59,107732,0.000547655276022851,"midwest"
"1223",2,3,2,1,"IA",51,107732,0.000473396939923987,"midwest"
"1224",2,4,2,1,"IA",20,107732,0.000185645854799077,"midwest"
"1225",2,1,3,1,"IA",73,107732,0.000677607371471822,"midwest"
"1226",2,2,3,1,"IA",75,107732,0.000696172006428242,"midwest"
"1227",2,3,3,1,"IA",40,107732,0.000371291709598154,"midwest"
"1228",2,4,3,1,"IA",12,107732,0.000111387518700212,"midwest"
"1229",2,1,4,1,"IA",17,107732,0.000157798989675939,"midwest"
"1230",2,2,4,1,"IA",21,107732,0.000194928157725371,"midwest"
"1231",2,3,4,1,"IA",21,107732,0.000194928157725371,"midwest"
"1232",2,4,4,1,"IA",12,107732,0.000111387518700212,"midwest"
"1233",3,1,1,1,"IA",57,107732,0.000529090699274093,"midwest"
"1234",3,2,1,1,"IA",42,107732,0.000389856315450743,"midwest"
"1235",3,3,1,1,"IA",34,107732,0.000315597979351878,"midwest"
"1236",3,4,1,1,"IA",22,107732,0.000204210446099751,"midwest"
"1237",3,1,2,1,"IA",67,107732,0.000621913641225547,"midwest"
"1238",3,2,2,1,"IA",49,107732,0.000454832363175228,"midwest"
"1239",3,3,2,1,"IA",36,107732,0.000334162556100637,"midwest"
"1240",3,4,2,1,"IA",18,107732,0.000167081278050318,"midwest"
"1241",3,1,3,1,"IA",74,107732,0.000686889688950032,"midwest"
"1242",3,2,3,1,"IA",47,107732,0.00043626778642647,"midwest"
"1243",3,3,3,1,"IA",23,107732,0.00021349273447413,"midwest"
"1244",3,4,3,1,"IA",6,107732,5.56937593501061e-05,"midwest"
"1245",3,1,4,1,"IA",17,107732,0.000157798989675939,"midwest"
"1246",3,2,4,1,"IA",34,107732,0.000315597979351878,"midwest"
"1247",3,3,4,1,"IA",18,107732,0.000167081278050318,"midwest"
"1248",3,4,4,1,"IA",3,107732,2.78468796750531e-05,"midwest"
"1249",1,1,1,0,"ID",815,44213,0.0184334926307201,"west"
"1250",1,2,1,0,"ID",619,44213,0.0140004074200988,"west"
"1251",1,3,1,0,"ID",721,44213,0.016307421028614,"west"
"1252",1,4,1,0,"ID",1027,44213,0.0232284627854824,"west"
"1253",1,1,2,0,"ID",1483,44213,0.0335421711206436,"west"
"1254",1,2,2,0,"ID",1911,44213,0.0432225801050663,"west"
"1255",1,3,2,0,"ID",1853,44213,0.0419107489287853,"west"
"1256",1,4,2,0,"ID",1107,44213,0.0250378847122192,"west"
"1257",1,1,3,0,"ID",1815,44213,0.0410512760281563,"west"
"1258",1,2,3,0,"ID",2237,44213,0.0505959801375866,"west"
"1259",1,3,3,0,"ID",2330,44213,0.0526994317770004,"west"
"1260",1,4,3,0,"ID",732,44213,0.016556216403842,"west"
"1261",1,1,4,0,"ID",375,44213,0.00848166830837727,"west"
"1262",1,2,4,0,"ID",1332,44213,0.0301268864423037,"west"
"1263",1,3,4,0,"ID",1894,44213,0.0428380779922009,"west"
"1264",1,4,4,0,"ID",599,44213,0.0135480519384146,"west"
"1265",2,1,1,0,"ID",5,44213,0.000113088914076798,"west"
"1266",2,2,1,0,"ID",4,44213,9.04711268958636e-05,"west"
"1267",2,3,1,0,"ID",2,44213,4.52355634479318e-05,"west"
"1268",2,4,1,0,"ID",3,44213,6.78533469908871e-05,"west"
"1269",2,1,2,0,"ID",4,44213,9.04711268958636e-05,"west"
"1270",2,2,2,0,"ID",5,44213,0.000113088914076798,"west"
"1271",2,3,2,0,"ID",1,44213,2.26177817239659e-05,"west"
"1272",2,4,2,0,"ID",4,44213,9.04711268958636e-05,"west"
"1273",2,1,3,0,"ID",22,44213,0.000497591216117144,"west"
"1274",2,2,3,0,"ID",16,44213,0.000361884507583454,"west"
"1275",2,3,3,0,"ID",8,44213,0.000180942253791727,"west"
"1276",2,4,3,0,"ID",1,44213,2.26177817239659e-05,"west"
"1277",2,1,4,0,"ID",3,44213,6.78533469908871e-05,"west"
"1278",2,2,4,0,"ID",8,44213,0.000180942253791727,"west"
"1279",2,3,4,0,"ID",6,44213,0.000135706693981774,"west"
"1280",2,4,4,0,"ID",1,44213,2.26177817239659e-05,"west"
"1281",3,1,1,0,"ID",120,44213,0.00271413382142782,"west"
"1282",3,2,1,0,"ID",134,44213,0.00303078279830515,"west"
"1283",3,3,1,0,"ID",103,44213,0.00232963147573173,"west"
"1284",3,4,1,0,"ID",36,44213,0.000814240134786814,"west"
"1285",3,1,2,0,"ID",115,44213,0.00260104495100677,"west"
"1286",3,2,2,0,"ID",75,44213,0.00169633363839239,"west"
"1287",3,3,2,0,"ID",35,44213,0.000791622383985668,"west"
"1288",3,4,2,0,"ID",4,44213,9.04711268958636e-05,"west"
"1289",3,1,3,0,"ID",72,44213,0.00162848026957363,"west"
"1290",3,2,3,0,"ID",68,44213,0.00153800914995372,"west"
"1291",3,3,3,0,"ID",47,44213,0.00106303580105305,"west"
"1292",3,4,3,0,"ID",6,44213,0.000135706693981774,"west"
"1293",3,1,4,0,"ID",7,44213,0.000158324473886751,"west"
"1294",3,2,4,0,"ID",21,44213,0.000474973436212167,"west"
"1295",3,3,4,0,"ID",14,44213,0.000316648947773501,"west"
"1296",3,4,4,0,"ID",0,44213,0,"west"
"1297",1,1,1,1,"ID",642,44213,0.0145206162706017,"west"
"1298",1,2,1,1,"ID",566,44213,0.0128016648814082,"west"
"1299",1,3,1,1,"ID",751,44213,0.0169859547168016,"west"
"1300",1,4,1,1,"ID",1179,44213,0.0266663655638695,"west"
"1301",1,1,2,1,"ID",1290,44213,0.029176939278841,"west"
"1302",1,2,2,1,"ID",1789,44213,0.040463212877512,"west"
"1303",1,3,2,1,"ID",2103,44213,0.0475651957094669,"west"
"1304",1,4,2,1,"ID",1634,44213,0.0369574576616287,"west"
"1305",1,1,3,1,"ID",1937,44213,0.0438106432557106,"west"
"1306",1,2,3,1,"ID",2522,44213,0.0570420473814011,"west"
"1307",1,3,3,1,"ID",2603,44213,0.0588740855455399,"west"
"1308",1,4,3,1,"ID",1012,44213,0.022889195010066,"west"
"1309",1,1,4,1,"ID",468,44213,0.0105851218104362,"west"
"1310",1,2,4,1,"ID",1270,44213,0.0287245828658342,"west"
"1311",1,3,4,1,"ID",1391,44213,0.0314613357186317,"west"
"1312",1,4,4,1,"ID",429,44213,0.00970302894711494,"west"
"1313",2,1,1,1,"ID",3,44213,6.78533469908871e-05,"west"
"1314",2,2,1,1,"ID",6,44213,0.000135706693981774,"west"
"1315",2,3,1,1,"ID",1,44213,2.26177817239659e-05,"west"
"1316",2,4,1,1,"ID",0,44213,0,"west"
"1317",2,1,2,1,"ID",5,44213,0.000113088914076798,"west"
"1318",2,2,2,1,"ID",1,44213,2.26177817239659e-05,"west"
"1319",2,3,2,1,"ID",3,44213,6.78533469908871e-05,"west"
"1320",2,4,2,1,"ID",3,44213,6.78533469908871e-05,"west"
"1321",2,1,3,1,"ID",8,44213,0.000180942253791727,"west"
"1322",2,2,3,1,"ID",13,44213,0.000294031167868525,"west"
"1323",2,3,3,1,"ID",4,44213,9.04711268958636e-05,"west"
"1324",2,4,3,1,"ID",0,44213,0,"west"
"1325",2,1,4,1,"ID",0,44213,0,"west"
"1326",2,2,4,1,"ID",5,44213,0.000113088914076798,"west"
"1327",2,3,4,1,"ID",1,44213,2.26177817239659e-05,"west"
"1328",2,4,4,1,"ID",0,44213,0,"west"
"1329",3,1,1,1,"ID",97,44213,0.00219392497092485,"west"
"1330",3,2,1,1,"ID",85,44213,0.00192251149564981,"west"
"1331",3,3,1,1,"ID",76,44213,0.00171895138919353,"west"
"1332",3,4,1,1,"ID",33,44213,0.000746386824175715,"west"
"1333",3,1,2,1,"ID",102,44213,0.00230701384134591,"west"
"1334",3,2,2,1,"ID",86,44213,0.00194512924645096,"west"
"1335",3,3,2,1,"ID",42,44213,0.000949946872424334,"west"
"1336",3,4,2,1,"ID",10,44213,0.000226177828153595,"west"
"1337",3,1,3,1,"ID",73,44213,0.0016510981367901,"west"
"1338",3,2,3,1,"ID",84,44213,0.00189989374484867,"west"
"1339",3,3,3,1,"ID",33,44213,0.000746386824175715,"west"
"1340",3,4,3,1,"ID",6,44213,0.000135706693981774,"west"
"1341",3,1,4,1,"ID",9,44213,0.000203560033696704,"west"
"1342",3,2,4,1,"ID",22,44213,0.000497591216117144,"west"
"1343",3,3,4,1,"ID",15,44213,0.000339266727678478,"west"
"1344",3,4,4,1,"ID",1,44213,2.26177817239659e-05,"west"
"1345",1,1,1,0,"IL",4692,423282,0.0110848089680076,"midwest"
"1346",1,2,1,0,"IL",4338,423282,0.0102484868839383,"midwest"
"1347",1,3,1,0,"IL",5836,423282,0.0137874986976385,"midwest"
"1348",1,4,1,0,"IL",8661,423282,0.0204615369439125,"midwest"
"1349",1,1,2,0,"IL",9290,423282,0.0219475440680981,"midwest"
"1350",1,2,2,0,"IL",15638,423282,0.0369446389377117,"midwest"
"1351",1,3,2,0,"IL",15962,423282,0.0377100855112076,"midwest"
"1352",1,4,2,0,"IL",9764,423282,0.0230673644691706,"midwest"
"1353",1,1,3,0,"IL",12081,423282,0.0285412557423115,"midwest"
"1354",1,2,3,0,"IL",16323,423282,0.0385629422962666,"midwest"
"1355",1,3,3,0,"IL",15811,423282,0.0373533479869366,"midwest"
"1356",1,4,3,0,"IL",5179,423282,0.0122353415936232,"midwest"
"1357",1,1,4,0,"IL",6127,423282,0.0144749833270907,"midwest"
"1358",1,2,4,0,"IL",15763,423282,0.0372399501502514,"midwest"
"1359",1,3,4,0,"IL",16520,423282,0.0390283539891243,"midwest"
"1360",1,4,4,0,"IL",4872,423282,0.011510057374835,"midwest"
"1361",2,1,1,0,"IL",2284,423282,0.00539592979475856,"midwest"
"1362",2,2,1,0,"IL",2001,423282,0.00472734495997429,"midwest"
"1363",2,3,1,0,"IL",1857,423282,0.00438714632764459,"midwest"
"1364",2,4,1,0,"IL",1450,423282,0.00342561234720051,"midwest"
"1365",2,1,2,0,"IL",1901,423282,0.00449109589681029,"midwest"
"1366",2,2,2,0,"IL",2155,423282,0.00509116845205426,"midwest"
"1367",2,3,2,0,"IL",1816,423282,0.0042902841232717,"midwest"
"1368",2,4,2,0,"IL",571,423282,0.00134898244868964,"midwest"
"1369",2,1,3,0,"IL",1778,423282,0.00420050928369164,"midwest"
"1370",2,2,3,0,"IL",2475,423282,0.00584716582670808,"midwest"
"1371",2,3,3,0,"IL",1849,423282,0.00436824606731534,"midwest"
"1372",2,4,3,0,"IL",400,423282,0.000944996485486627,"midwest"
"1373",2,1,4,0,"IL",417,423282,0.000985158840194345,"midwest"
"1374",2,2,4,0,"IL",978,423282,0.00231051631271839,"midwest"
"1375",2,3,4,0,"IL",908,423282,0.00214514206163585,"midwest"
"1376",2,4,4,0,"IL",191,423282,0.000451235828222707,"midwest"
"1377",3,1,1,0,"IL",1365,423282,0.00322480057366192,"midwest"
"1378",3,2,1,0,"IL",1472,423282,0.00347758713178337,"midwest"
"1379",3,3,1,0,"IL",1267,423282,0.0029932763427496,"midwest"
"1380",3,4,1,0,"IL",473,423282,0.00111745833419263,"midwest"
"1381",3,1,2,0,"IL",1241,423282,0.00293185166083276,"midwest"
"1382",3,2,2,0,"IL",1066,423282,0.00251841568388045,"midwest"
"1383",3,3,2,0,"IL",574,423282,0.00135606992989779,"midwest"
"1384",3,4,2,0,"IL",115,423282,0.000271686498308554,"midwest"
"1385",3,1,3,0,"IL",1129,423282,0.00266725267283618,"midwest"
"1386",3,2,3,0,"IL",959,423282,0.00226562912575901,"midwest"
"1387",3,3,3,0,"IL",458,423282,0.00108202092815191,"midwest"
"1388",3,4,3,0,"IL",78,423282,0.000184274307684973,"midwest"
"1389",3,1,4,0,"IL",270,423282,0.000637872610241175,"midwest"
"1390",3,2,4,0,"IL",487,423282,0.00115053320769221,"midwest"
"1391",3,3,4,0,"IL",260,423282,0.000614247692283243,"midwest"
"1392",3,4,4,0,"IL",52,423282,0.000122849538456649,"midwest"
"1393",1,1,1,1,"IL",3583,423282,0.00846480578184128,"midwest"
"1394",1,2,1,1,"IL",3259,423282,0.00769935874268413,"midwest"
"1395",1,3,1,1,"IL",5629,423282,0.0132984630763531,"midwest"
"1396",1,4,1,1,"IL",13410,423282,0.0316810086369514,"midwest"
"1397",1,1,2,1,"IL",7320,423282,0.0172934364527464,"midwest"
"1398",1,2,2,1,"IL",14497,423282,0.0342490337789059,"midwest"
"1399",1,3,2,1,"IL",19327,423282,0.0456598661839962,"midwest"
"1400",1,4,2,1,"IL",16857,423282,0.039824515581131,"midwest"
"1401",1,1,3,1,"IL",13733,423282,0.0324440933763981,"midwest"
"1402",1,2,3,1,"IL",18908,423282,0.0446699820458889,"midwest"
"1403",1,3,3,1,"IL",17035,423282,0.0402450375258923,"midwest"
"1404",1,4,3,1,"IL",7072,423282,0.0167075376957655,"midwest"
"1405",1,1,4,1,"IL",7459,423282,0.017621822655201,"midwest"
"1406",1,2,4,1,"IL",16495,423282,0.0389692932367325,"midwest"
"1407",1,3,4,1,"IL",14124,423282,0.0333678275346756,"midwest"
"1408",1,4,4,1,"IL",4266,423282,0.0100783873349428,"midwest"
"1409",2,1,1,1,"IL",1583,423282,0.00373982358723879,"midwest"
"1410",2,2,1,1,"IL",1489,423282,0.00351774948649108,"midwest"
"1411",2,3,1,1,"IL",1876,423282,0.00443203328177333,"midwest"
"1412",2,4,1,1,"IL",2110,423282,0.00498485658317804,"midwest"
"1413",2,1,2,1,"IL",1939,423282,0.00458087027072906,"midwest"
"1414",2,2,2,1,"IL",2317,423282,0.00547389220446348,"midwest"
"1415",2,3,2,1,"IL",2119,423282,0.00500611867755651,"midwest"
"1416",2,4,2,1,"IL",1021,423282,0.00241210358217359,"midwest"
"1417",2,1,3,1,"IL",2527,423282,0.00597001519054174,"midwest"
